description,true_class,true_image,pred_class,pred_image
" Short Moletinho Preto women. Spandex / Elastane, viscose ",clothing~shorts~short shorts,"<img src=""../../datasets/fashion-outfits/images/16/63/22/38/16632238.jpg"" width=""160"" >",clothing~shorts~knee-length shorts,"<img src=""../../datasets/fashion-outfits/images/16/60/70/19/16607019.jpg"" width=""160"" >"
 detachable - sleeve shirt jacket unisex. Polyamide ,clothing~jackets~oversized jackets,"<img src=""../../datasets/fashion-outfits/images/17/52/23/58/17522358.jpg"" width=""160"" >",clothing~jackets~shirt jackets,"<img src=""../../datasets/fashion-outfits/images/17/95/91/60/17959160.jpg"" width=""160"" >"
" roll - neck jumper knit dress women. viscose, Virgin Wool, Polyamide, Cashmere ",clothing~dresses~day dresses,"<img src=""../../datasets/fashion-outfits/images/18/02/34/76/18023476.jpg"" width=""160"" >",clothing~knitwear~knitted dresses,"<img src=""../../datasets/fashion-outfits/images/16/48/94/38/16489438.jpg"" width=""160"" >"
" fluted knitted miniskirt women. Elastane, viscose, Nylon ",clothing~skirts~a-line skirts,"<img src=""../../datasets/fashion-outfits/images/17/61/85/62/17618562.jpg"" width=""160"" >",clothing~knitwear~knitted skirts,"<img src=""../../datasets/fashion-outfits/images/18/02/11/04/18021104.jpg"" width=""160"" >"
" S - KRAMY track jacket men. Recycled Polyester, Spandex / Elastane ",clothing~sweaters & knitwear~sweatshirts,"<img src=""../../datasets/fashion-outfits/images/16/96/98/66/16969866.jpg"" width=""160"" >",clothing~jackets~sport jackets & windbreakers,"<img src=""../../datasets/fashion-outfits/images/17/67/75/38/17677538.jpg"" width=""160"" >"
" graphic - print lightweight hooded jacket unisex. Polyamide, Polyester ",clothing~jackets~oversized jackets,"<img src=""../../datasets/fashion-outfits/images/17/52/23/58/17522358.jpg"" width=""160"" >",clothing~jackets~sport jackets & windbreakers,"<img src=""../../datasets/fashion-outfits/images/17/67/75/38/17677538.jpg"" width=""160"" >"
" Stream checked mini skirt women. Wool, Cotton, viscose, Spandex / Elastane ",clothing~skirts~high-waisted skirts,"<img src=""../../datasets/fashion-outfits/images/18/01/48/04/18014804.jpg"" width=""160"" >",clothing~skirts~fitted skirts,"<img src=""../../datasets/fashion-outfits/images/17/99/09/46/17990946.jpg"" width=""160"" >"
" asymmetric - ruched fine - knit skirt women. Spandex / Elastane, viscose ",clothing~knitwear~knitted skirts,"<img src=""../../datasets/fashion-outfits/images/18/02/11/04/18021104.jpg"" width=""160"" >",clothing~skirts~asymmetric & draped skirts,"<img src=""../../datasets/fashion-outfits/images/17/17/02/28/17170228.jpg"" width=""160"" >"
 drawstring shift skirt women. Cotton ,clothing~skirts~high-waisted skirts,"<img src=""../../datasets/fashion-outfits/images/18/01/48/04/18014804.jpg"" width=""160"" >",clothing~skirts~straight skirts,"<img src=""../../datasets/fashion-outfits/images/18/12/64/91/18126491.jpg"" width=""160"" >"
" starfish - print miniskirt women. Acetate, Silk, viscose ",clothing~skirts~high-waisted skirts,"<img src=""../../datasets/fashion-outfits/images/18/01/48/04/18014804.jpg"" width=""160"" >",clothing~skirts~straight skirts,"<img src=""../../datasets/fashion-outfits/images/18/12/64/91/18126491.jpg"" width=""160"" >"
" graphic - print trousers women. Recycled Polyester, Polyester ",clothing~trousers~palazzo pants,"<img src=""../../datasets/fashion-outfits/images/17/32/07/82/17320782.jpg"" width=""160"" >",clothing~trousers~straight trousers,"<img src=""../../datasets/fashion-outfits/images/16/79/36/98/16793698.jpg"" width=""160"" >"
 x Pharrell Williams track shorts women. Cotton ,clothing~shorts~knee-length shorts,"<img src=""../../datasets/fashion-outfits/images/16/60/70/19/16607019.jpg"" width=""160"" >",clothing~shorts~short shorts,"<img src=""../../datasets/fashion-outfits/images/16/63/22/38/16632238.jpg"" width=""160"" >"
" logo patch windbreaker jacket men. Elastane, Polyamide ",clothing~jackets~hooded jackets,"<img src=""../../datasets/fashion-outfits/images/17/55/83/16/17558316.jpg"" width=""160"" >",clothing~jackets~sport jackets & windbreakers,"<img src=""../../datasets/fashion-outfits/images/17/67/75/38/17677538.jpg"" width=""160"" >"
" high - waist shorts women. viscose, Spandex / Elastane, Polyester ",clothing~shorts~tailored shorts,"<img src=""../../datasets/fashion-outfits/images/16/22/92/01/16229201.jpg"" width=""160"" >",clothing~shorts~short shorts,"<img src=""../../datasets/fashion-outfits/images/16/63/22/38/16632238.jpg"" width=""160"" >"
" ribbed - knit stirrup leggings women. viscose, Polyester, Polyamide, Spandex / Elastane ",clothing~knitwear~knitted trousers,"<img src=""../../datasets/fashion-outfits/images/17/74/22/12/17742212.jpg"" width=""160"" >",clothing~trousers~leggings,"<img src=""../../datasets/fashion-outfits/images/17/30/47/59/17304759.jpg"" width=""160"" >"
" tailored - cut straight - leg trousers women. Polyester, Spandex / Elastane, Acetate ",clothing~trousers~straight trousers,"<img src=""../../datasets/fashion-outfits/images/16/79/36/98/16793698.jpg"" width=""160"" >",clothing~trousers~tailored trousers,"<img src=""../../datasets/fashion-outfits/images/17/20/89/20/17208920.jpg"" width=""160"" >"
 Barbela flared wide - leg jeans women. Cotton ,clothing~denim~flared jeans,"<img src=""../../datasets/fashion-outfits/images/16/86/02/13/16860213.jpg"" width=""160"" >",clothing~denim~wide-leg jeans,"<img src=""../../datasets/fashion-outfits/images/17/46/99/79/17469979.jpg"" width=""160"" >"
" card - print wide - leg trousers women. Virgin Wool, viscose ",clothing~trousers~high-waisted trousers,"<img src=""../../datasets/fashion-outfits/images/16/97/99/45/16979945.jpg"" width=""160"" >",clothing~trousers~palazzo pants,"<img src=""../../datasets/fashion-outfits/images/17/32/07/82/17320782.jpg"" width=""160"" >"
" Swan Lake abstract - print trousers women. Metallic Fibre, viscose ",clothing~trousers~high-waisted trousers,"<img src=""../../datasets/fashion-outfits/images/16/97/99/45/16979945.jpg"" width=""160"" >",clothing~trousers~palazzo pants,"<img src=""../../datasets/fashion-outfits/images/17/32/07/82/17320782.jpg"" width=""160"" >"
 Big graphic - print tiered skirt women. Cotton ,clothing~skirts~a-line skirts,"<img src=""../../datasets/fashion-outfits/images/17/61/85/62/17618562.jpg"" width=""160"" >",clothing~skirts~full skirts,"<img src=""../../datasets/fashion-outfits/images/16/59/49/70/16594970.jpg"" width=""160"" >"
" panelled straight - leg trousers men. Spandex / Elastane, Nylon, Polyester ",clothing~trousers~slim-fit trousers,"<img src=""../../datasets/fashion-outfits/images/16/71/60/69/16716069.jpg"" width=""160"" >",clothing~trousers~regular & straight-leg trousers,"<img src=""../../datasets/fashion-outfits/images/16/28/79/67/16287967.jpg"" width=""160"" >"
 collarless quilted jacket women. Polyester ,clothing~jackets~oversized jackets,"<img src=""../../datasets/fashion-outfits/images/17/52/23/58/17522358.jpg"" width=""160"" >",clothing~jackets~puffer jackets,"<img src=""../../datasets/fashion-outfits/images/16/45/66/26/16456626.jpg"" width=""160"" >"
 Tommy leather shoulder bag women. Leather ,bags~tote bags~n/d,"<img src=""../../datasets/fashion-outfits/images/16/88/13/04/16881304.jpg"" width=""160"" >",bags~shoulder bags~n/d,"<img src=""../../datasets/fashion-outfits/images/16/91/54/53/16915453.jpg"" width=""160"" >"
" palm tree zipped jacket men. Acetate, Metallic Fibre, Cupro, Polyester, Cotton ",clothing~jackets~shirt jackets,"<img src=""../../datasets/fashion-outfits/images/17/95/91/60/17959160.jpg"" width=""160"" >",clothing~jackets~sport jackets & windbreakers,"<img src=""../../datasets/fashion-outfits/images/17/67/75/38/17677538.jpg"" width=""160"" >"
" hybrid blazer - bomber jacket women. Nylon, Wool, Polyester, Cupro ",clothing~jackets~bomber jackets,"<img src=""../../datasets/fashion-outfits/images/17/17/17/01/17171701.jpg"" width=""160"" >",clothing~jackets~blazers,"<img src=""../../datasets/fashion-outfits/images/16/48/30/68/16483068.jpg"" width=""160"" >"
" zip - up padded coat men. Cotton, Feather Down, Polyamide ",clothing~jackets~padded & down jackets,"<img src=""../../datasets/fashion-outfits/images/17/61/19/38/17611938.jpg"" width=""160"" >",clothing~coats~padded coats,"<img src=""../../datasets/fashion-outfits/images/17/22/64/32/17226432.jpg"" width=""160"" >"
 turtle neck cropped cashmere top women. Cashmere ,pre-owned~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/71/01/84/16710184.jpg"" width=""160"" >",clothing~knitwear~knitted tops,"<img src=""../../datasets/fashion-outfits/images/17/94/98/68/17949868.jpg"" width=""160"" >"
 1. 3 Maxi leather bag women. Sheepskin ,bags~clutch bags~n/d,"<img src=""../../datasets/fashion-outfits/images/16/93/43/22/16934322.jpg"" width=""160"" >",bags~tote bags~n/d,"<img src=""../../datasets/fashion-outfits/images/16/88/13/04/16881304.jpg"" width=""160"" >"
" Crease - Effect Eco - Leather Skirt women. Polyester, Polyurethane ",clothing~skirts~pleated skirts,"<img src=""../../datasets/fashion-outfits/images/17/48/63/03/17486303.jpg"" width=""160"" >",clothing~skirts~straight skirts,"<img src=""../../datasets/fashion-outfits/images/18/12/64/91/18126491.jpg"" width=""160"" >"
" slim - cut chino shorts men. Elastane, Cotton ",clothing~shorts~bermuda shorts,"<img src=""../../datasets/fashion-outfits/images/17/96/17/27/17961727.jpg"" width=""160"" >",clothing~shorts~chino shorts,"<img src=""../../datasets/fashion-outfits/images/16/40/48/02/16404802.jpg"" width=""160"" >"
" all - over logo - print skirt women. Cupro, Polyester ",clothing~skirts~a-line skirts,"<img src=""../../datasets/fashion-outfits/images/17/61/85/62/17618562.jpg"" width=""160"" >",clothing~skirts~full skirts,"<img src=""../../datasets/fashion-outfits/images/16/59/49/70/16594970.jpg"" width=""160"" >"
 sleeveless belted coat women. Wool ,clothing~coats~single breasted coats,"<img src=""../../datasets/fashion-outfits/images/17/48/02/46/17480246.jpg"" width=""160"" >",clothing~coats~double breasted & peacoats,"<img src=""../../datasets/fashion-outfits/images/17/08/41/04/17084104.jpg"" width=""160"" >"
 Phi cotton shorts women. Cotton ,clothing~shorts~tailored shorts,"<img src=""../../datasets/fashion-outfits/images/16/22/92/01/16229201.jpg"" width=""160"" >",clothing~shorts~short shorts,"<img src=""../../datasets/fashion-outfits/images/16/63/22/38/16632238.jpg"" width=""160"" >"
 stripe - trimmed hooded jacket men. Cotton ,clothing~jackets~sport jackets & windbreakers,"<img src=""../../datasets/fashion-outfits/images/17/67/75/38/17677538.jpg"" width=""160"" >",clothing~jackets~hooded jackets,"<img src=""../../datasets/fashion-outfits/images/17/55/83/16/17558316.jpg"" width=""160"" >"
 Brig organic cotton wrap skirt women. Organic Cotton ,clothing~skirts~high-waisted skirts,"<img src=""../../datasets/fashion-outfits/images/18/01/48/04/18014804.jpg"" width=""160"" >",clothing~skirts~asymmetric & draped skirts,"<img src=""../../datasets/fashion-outfits/images/17/17/02/28/17170228.jpg"" width=""160"" >"
" pleated - detail shorts women. Cotton, Cupro ",clothing~shorts~knee-length shorts,"<img src=""../../datasets/fashion-outfits/images/16/60/70/19/16607019.jpg"" width=""160"" >",clothing~shorts~tailored shorts,"<img src=""../../datasets/fashion-outfits/images/16/22/92/01/16229201.jpg"" width=""160"" >"
" Dixon floral - print wrap skirt women. Linen / Flax, viscose ",clothing~skirts~fitted skirts,"<img src=""../../datasets/fashion-outfits/images/17/99/09/46/17990946.jpg"" width=""160"" >",clothing~skirts~asymmetric & draped skirts,"<img src=""../../datasets/fashion-outfits/images/17/17/02/28/17170228.jpg"" width=""160"" >"
" high - waisted tapered trouser women. Linen / Flax, Rayon, viscose ",clothing~trousers~high-waisted trousers,"<img src=""../../datasets/fashion-outfits/images/16/97/99/45/16979945.jpg"" width=""160"" >",clothing~trousers~tapered trousers,"<img src=""../../datasets/fashion-outfits/images/17/93/25/27/17932527.jpg"" width=""160"" >"
" slim - fit jeans men. Cotton, Polyester ",clothing~trousers~tapered trousers,"<img src=""../../datasets/fashion-outfits/images/17/93/25/27/17932527.jpg"" width=""160"" >",clothing~denim~slim-fit jeans,"<img src=""../../datasets/fashion-outfits/images/16/86/54/28/16865428.jpg"" width=""160"" >"
" Saturday belted skirt women. Cotton, Spandex / Elastane ",clothing~skirts~a-line skirts,"<img src=""../../datasets/fashion-outfits/images/17/61/85/62/17618562.jpg"" width=""160"" >",clothing~skirts~straight skirts,"<img src=""../../datasets/fashion-outfits/images/18/12/64/91/18126491.jpg"" width=""160"" >"
" organic cotton - blend drawstring shorts men. Spandex / Elastane, Cotton ",clothing~shorts~bermuda shorts,"<img src=""../../datasets/fashion-outfits/images/17/96/17/27/17961727.jpg"" width=""160"" >",clothing~shorts~track & running shorts,"<img src=""../../datasets/fashion-outfits/images/16/51/31/02/16513102.jpg"" width=""160"" >"
 chunky knit flared sleeve cardigan women. Lambs Wool ,pre-owned~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/55/82/69/16558269.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/16/38/10/17163810.jpg"" width=""160"" >"
 Signature Embroidery leisurewear skirt women. Cotton ,clothing~skirts~straight skirts,"<img src=""../../datasets/fashion-outfits/images/18/12/64/91/18126491.jpg"" width=""160"" >",clothing~skirts~high-waisted skirts,"<img src=""../../datasets/fashion-outfits/images/18/01/48/04/18014804.jpg"" width=""160"" >"
" tiny Nino tote women. viscose, Polyester ",bags~mini bags~n/d,"<img src=""../../datasets/fashion-outfits/images/16/49/12/81/16491281.jpg"" width=""160"" >",bags~tote bags~n/d,"<img src=""../../datasets/fashion-outfits/images/16/88/13/04/16881304.jpg"" width=""160"" >"
" cropped track pants women. Cotton, Wool, Acetate, Silk, Spandex / Elastane, Brass ",clothing~trousers~track pants,"<img src=""../../datasets/fashion-outfits/images/18/06/11/56/18061156.jpg"" width=""160"" >",clothing~trousers~cropped trousers,"<img src=""../../datasets/fashion-outfits/images/17/21/14/03/17211403.jpg"" width=""160"" >"
 Beatrix midi skirt women. Cotton ,clothing~skirts~a-line skirts,"<img src=""../../datasets/fashion-outfits/images/17/61/85/62/17618562.jpg"" width=""160"" >",clothing~skirts~straight skirts,"<img src=""../../datasets/fashion-outfits/images/18/12/64/91/18126491.jpg"" width=""160"" >"
 baroque collar polo shirt men. Cotton ,clothing~tops~polo tops,"<img src=""../../datasets/fashion-outfits/images/18/17/24/22/18172422.jpg"" width=""160"" >",clothing~polo shirts~n/d,"<img src=""../../datasets/fashion-outfits/images/18/25/36/35/18253635.jpg"" width=""160"" >"
 strap - detail flared dress women. Linen / Flax ,clothing~dresses~evening dresses,"<img src=""../../datasets/fashion-outfits/images/17/92/13/96/17921396.jpg"" width=""160"" >",clothing~dresses~cocktail & party dresses,"<img src=""../../datasets/fashion-outfits/images/16/35/86/02/16358602.jpg"" width=""160"" >"
 Icon check print hooded jacket men. Cotton ,clothing~coats~padded coats,"<img src=""../../datasets/fashion-outfits/images/17/22/64/32/17226432.jpg"" width=""160"" >",clothing~jackets~hooded jackets,"<img src=""../../datasets/fashion-outfits/images/17/55/83/16/17558316.jpg"" width=""160"" >"
" tiger print silk - blend jacket women. Rayon, Cupro, Cotton, Silk, Wool ",clothing~jackets~oversized jackets,"<img src=""../../datasets/fashion-outfits/images/17/52/23/58/17522358.jpg"" width=""160"" >",clothing~jackets~fitted jackets,"<img src=""../../datasets/fashion-outfits/images/16/27/02/15/16270215.jpg"" width=""160"" >"
" Christy drawstring jeans women. Cotton, Rayon, Lycra ",clothing~denim~straight-leg jeans,"<img src=""../../datasets/fashion-outfits/images/16/86/01/84/16860184.jpg"" width=""160"" >",clothing~denim~cropped jeans,"<img src=""../../datasets/fashion-outfits/images/16/65/09/42/16650942.jpg"" width=""160"" >"
" floral - print kimono jacket women. viscose, Cupro, Silk ",clothing~jackets~fitted jackets,"<img src=""../../datasets/fashion-outfits/images/16/27/02/15/16270215.jpg"" width=""160"" >",clothing~jackets~oversized jackets,"<img src=""../../datasets/fashion-outfits/images/17/52/23/58/17522358.jpg"" width=""160"" >"
 Prince of Wales numerical print trousers men. Cotton ,clothing~trousers~tailored trousers,"<img src=""../../datasets/fashion-outfits/images/17/20/89/20/17208920.jpg"" width=""160"" >",clothing~trousers~regular & straight-leg trousers,"<img src=""../../datasets/fashion-outfits/images/16/28/79/67/16287967.jpg"" width=""160"" >"
